id;COT Carbone Organique Total;Antimoine (Sb);Arsenic (As);Baryum (Ba);Cadmium (Cd);Chrome (Cr);Cuivre (Cu);Mercure (Hg);Molybdene (Mo);Nickel (Ni);Plomb (Pb);Selenium (Se);Zinc (Zn);Benzo(a)pyrene;HAP (EPA) - somme;BTEX total;Hydrocarbures totaux C10-C40;Somme 6 PCB;Somme 7 PCB (Ballschmiter);Antimoine cumule (var. L/S);Arsenic cumule (var. L/S);Baryum cumule (var. L/S);Cadmium cumule (var. L/S);Chrome cumule (var. L/S);Cuivre cumule (var. L/S);Mercure cumule  (var. L/S);Molybdene cumule (var. L/S);Nickel cumule (var. L/S);Plomb cumule (var. L/S);Selenium cumule (var. L/S);Zinc cumule (var. L/S);Chlorures cumule  (var. L/S );COT cumule (var. L/S);Fluorures cumule  (var. L/S);Fraction soluble cumule  (var. L/S);Indice  phenol cumule (var. L/S);Sulfates cumule (var. L/S);Filiere d'evacuation resultats bruts;Filiere d'evacuation resultats lixiviation;Filiere d'evacuation finale;sam_ctime;sam_comment;ctx_name;ctx_ouvrage;ctx_timestamp;ctx_x;ctx_y;ctx_z;ctx_tech_depth_high;ctx_tech_depth_low;g;ctx_barcode;ctx_pid;real_tech_depth;elements_declassant;pred_glm_moy_Zn_ XRF;pred_glm_med_Zn_ XRF;pred_glm_30p_Zn_ XRF;pred_glm_70p_Zn_ XRF;pred_glm_moy_che_conduc_new;pred_glm_med_che_conduc_new;pred_glm_30p_che_conduc_new;pred_glm_70p_che_conduc_new;pred_glm_moy_ch_chlorure_new;pred_glm_med_ch_chlorure_new;pred_glm_30p_ch_chlorure_new;pred_glm_70p_ch_chlorure_new;pred_glm_moy_che_fluorures_new;pred_glm_med_che_fluorures_new;pred_glm_30p_che_fluorures_new;pred_glm_70p_che_fluorures_new;pred_glm_moy_S_ XRF;pred_glm_med_S_ XRF;pred_glm_30p_S_ XRF;pred_glm_70p_S_ XRF;pred_glm_moy_Cl_ XRF;pred_glm_med_Cl_ XRF;pred_glm_30p_Cl_ XRF;pred_glm_70p_Cl_ XRF;pred_glm_moy_Pb_ XRF;pred_glm_med_Pb_ XRF;pred_glm_30p_Pb_ XRF;pred_glm_70p_Pb_ XRF;pred_glm_moy_Cu_ XRF;pred_glm_med_Cu_ XRF;pred_glm_30p_Cu_ XRF;pred_glm_70p_Cu_ XRF;pred_glm_moy_Cr_ XRF;pred_glm_med_Cr_ XRF;pred_glm_30p_Cr_ XRF;pred_glm_70p_Cr_ XRF;pred_glm_moy_Ba_ XRF;pred_glm_med_Ba_ XRF;pred_glm_30p_Ba_ XRF;pred_glm_70p_Ba_ XRF;pred_glm_moy_As_ XRF;pred_glm_med_As_ XRF;pred_glm_30p_As_ XRF;pred_glm_70p_As_ XRF;pred_glm_moy_Ni_ XRF;pred_glm_med_Ni_ XRF;pred_glm_30p_Ni_ XRF;pred_glm_70p_Ni_ XRF;pred_glm_moy_Se_ XRF;pred_glm_med_Se_ XRF;pred_glm_30p_Se_ XRF;pred_glm_70p_Se_ XRF;che_sulfates_comp_trees;ch_chlorure_comp_trees;ch_ph_comp_trees;S_ XRF_comp_trees;Mo_ XRF_comp_trees;Sb_ XRF_comp_trees;Ba_ XRF_comp_trees;Se_ XRF_comp_trees;Cl_ XRF_comp_trees
0603P_TE04_41-40.5;35000;0.8;5.5;21;<0.1;9.0;5;<0.05;<1.0;6.9;3.5;<1.0;12;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.69;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;0 - 10;6;4000;0 - 0.1;2800;ISDI;ISDI;ISDI;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;41.0;40.5;SO;;0.0;Carrotier; ;14.02681366273427;14.08391005865606;11.993780668187158;16.15418061786144;479.8121978451528;480.099697630673;430.2823066862848;530.4846457118396;834599.6834357932;2.1798526198170576;1.1504130519268485;4.769197580209508;0.5917151611563659;0.5717931650497385;0.050887741552152484;1.1276864921967549;96.46371630762766;17.763927023340692;6.675569531975063;45.26150440333498;1.2213251124226053e+35;649.8516855264644;103.9896410350023;2213.455979405563;619.9235256232968;1.6454145141876693;0.9106823860525104;3.4511137952501314;9.057640684133585;4.252962177325306;2.3108623550018845;7.582259804647353;9.025400659933387;3.1430754285726934;1.5739469125510108;6.38288072449181;16.797557942959386;11.831535543087993;7.289795485860442;18.38070787030389;4.101945455064547;4.111345814387343;3.4840377013115083;4.730125511157857;5.986918087591084;5.953626125441195;5.135702700570938;6.850039887350879;2.4935792574027933;1.5117071071343715;0.8086474364175434;2.4333154383885582;33.300000000000004;4.004;7.215;4600.666666666667;0.34304;0.8856666666666667;48.8525;0.8305;503.6333333333334
0603P_TE04_40.5-40;6500;0.9;6.8;14;<0.1;19.0;3.2;<0.05;<1.0;10;3.8;<1.0;20;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0 - 0.1;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;13;0 - 10;7;1700;0 - 0.1;1100;ISDI;ISDI;ISDI;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;40.5;40.0;SO;;0.0;Carrotier; ;18.106496736392305;18.225611445475444;15.823761172323362;20.394057613280822;335.29640661769963;335.66426794440065;296.3206014719165;375.5164457684023;503656.5649695668;1.9017868038394108;1.0081390529605712;3.873180209419319;0.7169732727415179;0.7095468708833439;0.13120584798790252;1.2371357905030185;26.09289502246797;4.548177903577129;1.6047265809604352;13.046965522486856;1.570656661211317e+29;946.2605254428427;165.37970150275882;3219.364053600028;2126.235842162457;2.137090231822353;1.105376738527781;4.319202270406679;13.95443321217835;4.582752514134128;2.4225406201402606;8.658477393951062;168.0873086631835;3.3845650592882377;1.5856342534596484;6.342973273673677;14.710915399998207;7.378003237728491;4.441855438853388;12.03494680890333;4.893780892648074;4.8812911908934336;4.2204315529079865;5.564214877736019;5.995327851879175;6.010057905129541;5.018662872557983;6.975039954779028;2.3559801807194494;1.2991760225662907;0.7144982500941063;2.178675638686117;90.0;4.2219999999999995;7.215;466.2389125;0.4895;0.07251581925;156.84976057142856;1.1142;590.98
0603P_TE04_40-39.5;3400;<0.5;2.6;53;<0.1;8.3;4.3;<0.05;<1.0;6;1.4;<1.0;11;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.43;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;22;0 - 10;6;6200;0 - 0.1;4500;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;40.0;39.5;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);2.8609193680980485;2.9117021697238363;0.8113101318622387;5.0069904497708855;629.1529741944099;630.8846978121837;547.3871289230217;709.3759316861914;7222.12593713415;2.4391975905259824;1.2340066423369882;5.3976369654941445;0.5350081600751698;0.5497466031548418;-0.022250071878804442;1.0803634163837634;15.772353262328904;2.67996122838626;1.055883783356039;7.376237678102227;6.295503951463152e+45;7.523732848818401;2.1351352449913708;17.8703985533953;63.7089115416119;1.1503016372429586;0.7036871428286857;2.1998791765247523;11.626568967343529;3.310151128107754;1.6603332990361714;5.9146793514222695;8.473469954633991;3.0213845770501884;1.4589258469139177;5.790199747191642;443.98436612369034;6.660389319993062;4.081705884971544;10.558860147712004;1.5572019694006312;1.547905927721966;0.9123589746132452;2.1725475993897736;3.604181742120244;3.58078640972086;2.8860704825663768;4.2903821754463625;1.4530479698754506;0.8033868330345627;0.4264382290322728;1.4194849913243963;93.25;4.666666666666667;7.155;4600.666666666667;0.34304;0.19243333333333326;48.8525;0.8305;503.6333333333334
0603P_TE04_39.5-39;19000;1.4;1.7;28;<0.1;3.0;1.9;<0.05;<1.0;2;2;<1.0;5.7;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.47;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;17;13;8;22000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;39.5;39.0;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);9.376305307074198;9.334782113699848;7.192888280764443;11.625253104539196;2047.2014513603158;2047.7757774569604;1864.9177680425241;2231.07174441526;342637.96186369605;3.3102694677873274;1.5228610267651617;8.419231766688078;0.7743283703566559;0.7545935563761413;0.21820701081817528;1.3232419725437246;48283.23096305401;1638.9446437584008;344.4944657327259;7233.0617016873975;7.6032398989472195e+28;278.824018939307;46.45343829367867;944.5759395675923;75.07506288006547;1.8604956684419536;1.0356594005350297;4.012513873080865;731.844253592722;3.262588525757537;1.6856658541064644;5.846919780594858;181.9020738883213;2.1788910692404446;0.989390412188734;3.9106315742352873;5878.075331699258;14.442428974149964;8.901643283052051;21.97433509047462;2.6757415644035047;2.6458292065543705;1.9930903591138849;3.3802177272760625;3.777386681950474;3.7858946761779433;2.6827724055529267;4.83784249894355;1.846697735414905;1.1369984573470382;0.6478570466746467;1.909682333607741;116.2;4.666666666666667;6.996666666666667;10236.4;0.34304;0.8856666666666667;41.5275;1.307684378888889;461.66666666666674
0603P_TE04_39-38.5;36000;1.3;1.4;35;<0.1;2.9;1;<0.05;<1.0;2.8;1.1;<1.0;4.5;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.42;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;12;0 - 10;14;1800;0 - 0.1;1200;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;39.0;38.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);10.221785549104126;10.281298734212461;8.28103737547136;12.307824198481473;394.32635588870096;394.56529031325636;338.4333966405177;454.7601462865001;2784.5949643565746;1.7501690424991938;0.9334297061745428;3.64433583884008;1.2486779880948902;1.250031202077146;0.7289945348104159;1.7740427597707058;4.9957276262614885;2.383958187834481;1.3352955452324122;4.273779464398219;4.950353601342359e+35;200.7170568882708;33.78589464641045;640.8819389553855;68.93720320087769;1.6368558932597432;0.9223851067872416;3.3860231301562838;7.019903465527549;2.3538535642923444;1.1967713481415423;4.380001244070505;89.16619585700634;2.2176522095570834;1.0984905512341236;4.3268098033585085;33.237406771779845;23.86234889090197;15.247306918473164;36.98269511202532;2.0428844066514102;2.031835446065668;1.4317853911620688;2.6417584611930978;4.763453123229313;4.729382803127447;3.7112134534400143;5.765271196432006;1.7261449060452685;1.0123654371139852;0.5769160606008389;1.737256127559811;69.8;4.004;7.436666666666667;466.2389125;0.4895;0.8856666666666667;88.95;1.3025333333333329;461.66666666666674
0603P_TE04_38.5-38;65000;1.3;<1.0;13;<0.1;2.1;6.2;<0.05;<1.0;2.7;0.6;<1.0;4.7;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.34;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;13;0 - 10;14;2600;0 - 0.1;1400;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;38.5;38.0;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);7.056435090489727;7.134190591433328;5.051746383201988;9.11667738641086;557.8479519850019;557.0178813009081;501.38338027669135;614.775600137337;144745.26434639073;2.081223685049032;1.0967234611862264;4.685484600655233;1.2609918795075372;1.2688740054757714;0.7120823185573021;1.7691495271969924;5.574268933818902;1.7246174204152824;0.8781997736527765;3.3730179909603404;1.7565607969552832e+30;129.97489575011244;22.372683204858397;398.77745387171836;40.365059454012425;1.3314450866095893;0.8047839170638516;2.6470362853800657;18.364448954042267;2.5946400806818217;1.286749143656127;4.932325362361555;15.164988226744427;3.5570812268099035;1.8378022436104235;6.586406089623018;21.1381571425309;14.61611053572786;8.682862634847229;23.443381820773322;1.1859485130331249;1.1777044747462142;0.4971711672532669;1.8394987568695544;4.260621631941813;4.279823628338991;3.2380473443584585;5.258372681670236;1.4361470307132542;0.8094491888403308;0.4026522862091865;1.4229422996424952;90.0;4.004;7.436666666666667;466.2389125;0.0;0.57735207;88.95;1.1142;461.66666666666674
0603P_TE04_38-37.5;27000;1;<1.0;8.1;<0.1;1.1;1.2;<0.05;<1.0;1;<0.5;<1.0;2.9;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.38;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;0 - 10;14;1300;0 - 0.1;1400;ISDI;ISDI+;ISDI+;1,55E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;38.0;37.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);6.0996867149997005;6.131410251482338;4.43451643922409;8.021506997808729;206.45088859524415;209.37703793433232;119.01642340423227;297.7585884094584;1410.5014423147159;1.397817865957795;0.7843041956404171;2.73021471407554;1.2718276216953763;1.2855066684818768;0.689227899254773;1.863721407149868;5.688777787445092;0.6335145711565762;0.2696488997246583;1.4846460202759175;7.778404186448855e+28;26.58779484059187;6.514563261314954;76.16131030687151;366.0610504021241;1.3124490481254971;0.7886887252706569;2.5801345188940132;7.840889771887437;2.058891025655082;0.9909414510951238;3.9070730890822287;5991.251408477337;1.9747894407828128;0.964442809221369;3.9299329230877595;27.35341758206545;14.739839663101606;8.43785544461399;24.080949393317155;1.2183934420792464;1.1976745403267328;0.5780363494469358;1.8295772726311;3.5339448963806213;3.5160126829912515;2.56178778949186;4.528699150449317;1.3891618681443496;0.8294599641600562;0.4501028121235476;1.4483976125212976;69.8;4.004;7.215;466.2389125;0.4895;0.57735207;88.95;0.8305;590.98
0603P_TE04_37.5-37;59000;0.8;<1.0;31;<0.1;4.5;13;<0.05;<1.0;5.6;1.4;<1.0;17;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;1.5;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;13;0 - 10;13;2300;0 - 0.1;1600;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;37.5;37.0;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);7.4170459252411876;7.502079536064553;5.188604547221795;9.726027827176155;408.6327408159732;409.6789964020262;353.7500645506097;467.32277145143644;1219.8282445690895;2.181910928580454;1.1172002166052115;4.6851086429691975;1.1090708361986656;1.0919715549214626;0.5357354214822745;1.6624609327154791;1.3406437859828302;0.013997737885870502;0.0023257727519424712;0.0718857314775312;3.170503500017339e+31;96.94751996818077;19.99822726907097;296.47065691682764;50.40302313084568;1.216889508969458;0.7387443654843399;2.3730447287379404;397.387212773873;6.751038844630468;3.4145774973592125;12.678869787244134;3888.256412218074;6.9943558421314505;3.94115842058446;12.582821210261107;14.682710798719109;8.619450237115716;4.2876723617094346;14.982055254407575;0.9344039327134654;0.9711027064941312;0.17488512588528224;1.7321003207690424;4.623479127882682;4.639128374457816;3.335961865472356;5.876418421081798;0.9964625119991734;0.4499247505427473;0.16699692015647458;1.0036826141061714;69.8;6.526666666666667;7.215;466.2389125;0.4895;0.6728333333333333;88.95;1.307684378888889;540.8333333333333
0603P_TE04_37-36.5;5000;0.7;1.2;140;<0.1;11.0;12;<0.05;<1.0;12;2;<1.0;28;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;1.1;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;23;0 - 10;17;3500;0 - 0.1;1800;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;37.0;36.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);9.827024467125408;9.795594771847783;6.638367898392128;12.716986395443056;776.2052839599733;777.3496014543434;707.3849802626953;846.4991902733017;4119950.673409734;2.230452921819791;1.1734719891993468;5.1004885321731885;1.4214472881833036;1.4001483589439538;0.8917126691361401;1.956710785928042;23.788084690245032;0.002612829214635027;0.00015855318173662474;0.04090820003136339;2.096660109773186e+47;83.9068702128765;15.607594610226517;218.20021267905412;209.52259719378142;1.31384008919447;0.7670071495901499;2.5219579249617747;23.957943235066534;10.167275108851689;4.781713333642571;19.672737165409178;26.147548031710855;9.632766076120948;5.2105804925682095;17.315331254070934;58.090029233182115;33.46610998121312;15.282529095586689;63.043139945084114;1.3763652121865702;1.419222439495008;0.40463915466602624;2.29469903117846;7.3496243561762356;7.314338006212552;5.693335697457045;9.05121087229185;1.085448277372567;0.37149712931311424;0.12027663743477608;0.8434626561104415;100.0;4.666666666666667;7.215;1467.333333333333;0.34304;0.19243333333333326;88.95;1.1142;338.4492
0603P_TE04_36.5-36;3800;0.7;2.3;32;<0.1;3.2;3.4;<0.05;<1.0;4.7;1.6;<1.0;7.8;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;1.2;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0.65;8;0 - 10;15;2800;0 - 0.1;1600;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;36.5;36.0;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);7.330130258842398;7.402856471048943;5.377544898264111;9.413319852164758;560.453785667328;560.870904694403;502.6515816037214;621.1164859151057;370.3477152490888;1.0555207816942158;0.6476347028521929;2.059780850162656;1.3202153512689874;1.3173699792583884;0.7473866850202856;1.9103022577451487;9.956780104883967;2.3411765248843537;1.2063681444356966;4.804559993929161;1.9998792312583112e+32;151.07989103966742;26.1662529771763;438.2165013143885;169.2662597020566;1.3316156530875731;0.793201838017245;2.5963159938470994;24.05703549622952;2.7642306279021622;1.4345362957345658;5.380565046895404;34.54880164458581;3.120924337322292;1.5881221392599991;5.840211893970243;43.55036335271021;25.546173202075614;15.8499155990783;40.64827217530489;1.9285161726761115;1.9662132260515413;1.3810979714848877;2.5068822970199247;6.104432207686486;6.086963380594837;5.047971706130972;7.152614681792206;1.6937848931586086;0.8753579882726956;0.4600337462729508;1.5984740385811247;33.300000000000004;6.526666666666667;7.436666666666667;466.2389125;0.0;0.40693333333333337;88.95;0.6586333333333334;338.4492
0603P_TE04_36-35.5;5000;0.6;1.6;26;<0.1;3.5;3.7;<0.05;<1.0;5;1;<1.0;9.1;<0.050;0.22;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.3;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;15;0 - 10;17;3000;0 - 0.1;1400;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;36.0;35.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);4.854934733781671;4.846728597994975;2.812420965213855;6.9430775733988295;719.0909915431216;721.3930139168672;641.4825897059169;792.7814590254645;8681.472701095588;1.5276762398826746;0.8611754614643835;3.0946843552304046;1.4562953016033997;1.4721960597748671;0.8827709731610682;2.000028777011692;5.1154695753568875;0.9278797760142394;0.3253577107913729;2.6080681153797576;1.0177548974003854e+31;24.386994629173962;4.529167038157073;61.34099517671749;46.320726259730215;1.2771193183382774;0.7744725520729556;2.289301033928252;6.074698665381438;2.4851692479478413;1.191344319877412;4.947472761861908;2692.087073128808;3.4783011327974886;1.7944433630227032;6.547404799533354;34.50395683722293;21.284223621400177;12.501408967279165;34.59841925062635;1.3145205955447563;1.3080132982403168;0.6815448254622465;1.89592635630898;5.8601156733971385;5.876167846823488;4.7130571639474015;6.997672442407051;1.5712646690461618;0.7954552650956921;0.3988495832789429;1.38991316863617;90.0;8.71;7.215;16364.333333333336;0.0;0.8613424906666667;88.95;1.3025333333333329;590.98
0603P_TE04_35-34.5;5700;1.3;3.5;23;<0.1;5.6;7.3;<0.05;<1.0;8.8;12;<1.0;17;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0 - 0.1;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;10;17;2600;0 - 0.1;1100;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;35.0;34.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);45.85047358930819;45.4735380793533;38.842136868342266;52.784158587559254;698.205610256832;700.9615791309963;616.1003102989231;778.8155912432287;129745.69126435305;1.5466114544165528;0.8422863470900559;3.124193008271801;1.5237839104916897;1.5300362076353402;0.9571092900743008;2.060273726919958;15534144845.7594;6881.237301023371;106.63376461006024;275219.3704660119;2.6814508776151284e+37;828.5843692870676;124.9532860598982;2717.507205486051;915.3622435626808;3.1144313652316566;1.3397699293167948;7.212503242910778;2424386.153832517;22.064043428881984;7.214094094391119;58.4621767569742;19.220458947405067;5.4357632765447095;2.968016473792612;10.672962308349652;1254.2798738224415;459.63685730970536;188.03902627797177;976.7911481131594;7.785517256670167;7.783658022990942;5.775168087102928;9.775423866700846;18.181163622196934;18.175755842717887;14.134407312552092;22.224374129922616;13.319951990195687;8.574893173712372;4.6071410299228335;14.26250184790682;69.8;4.2219999999999995;7.436666666666667;466.2389125;0.4895;0.07251581925;88.95;1.1142;540.8333333333333
0603P_TE04_34.5-34;43000;0.8;<1.0;12;<0.1;3.6;1.3;<0.05;<1.0;2.6;1.2;<1.0;8.3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.37;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;0 - 10;10;13000;0 - 0.1;7700;ISDI;SEMPIN;SEMPIN;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;34.5;34.0;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);5.711773050915957;5.696213183143969;3.804174846331764;7.605014588189587;1613.1326012213162;1607.0018173679646;1525.4468528849145;1695.7307372625366;6061.99593763422;2.152484331997908;1.123869359822072;4.647143158899591;0.9195928879928672;0.9304375064154868;0.34480050521652195;1.4683810824201775;270.1471280966142;43.68090098025047;15.047823356708882;123.83443323380048;5.692035107425257e+30;34.72661467442635;7.798270934466688;90.68051152426821;20.734054925764404;1.326846206964157;0.8037098386548625;2.584377607380686;36.694998906811364;2.7594886689778635;1.4840108681797264;5.031388381285148;12.588616143715866;2.101548819638292;1.0746660975612778;3.9925415803970585;14.322851819756167;8.189284955558064;4.924835191445738;13.190820080212884;1.3365220649469236;1.3340237881104735;0.7255181507755217;1.9582712493758447;3.384447454055012;3.3886542145574237;2.5266600818287515;4.190250589399087;1.4556053766577626;0.8624634909563873;0.4535367849637869;1.4602176204729018;107.66666666666669;4.004;6.996666666666667;10236.4;0.34304;0.57735207;41.5275;0.8305;590.98
0603P_TE04_34-33.5;2300;<0.5;1.7;19;<0.1;6.7;3;<0.05;<1.0;5.4;2.5;<1.0;13;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.3;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;16;0 - 10;13;1900;0 - 0.1;1200;ISDI;ISDI+;ISDI+;1,56E+12;;0603P_TE04;0603P;2019-04-08T10:57:38.000Z;1668753.79239495;8187637.968931599;70.5;34.0;33.5;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);9.068858538273476;9.113614206101994;6.825643604044108;11.391886112799952;426.8919278329085;426.8761972285852;377.27877545557993;480.7271393863183;21642073.5014232;1.4120107445162189;0.7999271111408482;2.7982059807873574;1.1088443523322429;1.0998730846855769;0.5459282871238819;1.6740475030827264;3.3844856246133337;0.7021549004056171;0.3252182438970714;1.6510116570322284;1.7185368830082412e+38;5.994399099712559;1.5113647763048743;14.348530290664616;61.84522332915176;1.3727603764435243;0.7920303089773979;2.678277962137612;8.974111674851915;3.9944117517997535;2.1374997984125006;7.270068162652781;16.820091074772908;2.998692393289601;1.5030585019762168;5.697807752351537;23.37388183984761;16.521896434039814;10.575449186938114;25.01715407860073;1.9214875251817432;1.935388092019084;1.3366223038445104;2.520328625599603;5.995821983585769;5.9890805090048875;4.997376196744945;6.921080401626692;1.9290507643466648;1.1554250676371816;0.6432992946661019;1.8437922399973763;69.8;8.71;7.215;466.2389125;0.4895;0.8613424906666667;88.95;0.8305;461.66666666666674
