id;COT Carbone Organique Total;Antimoine (Sb);Arsenic (As);Baryum (Ba);Cadmium (Cd);Chrome (Cr);Cuivre (Cu);Mercure (Hg);Molybdene (Mo);Nickel (Ni);Plomb (Pb);Selenium (Se);Zinc (Zn);Benzo(a)pyrene;HAP (EPA) - somme;BTEX total;Hydrocarbures totaux C10-C40;Somme 6 PCB;Somme 7 PCB (Ballschmiter);Antimoine cumule (var. L/S);Arsenic cumule (var. L/S);Baryum cumule (var. L/S);Cadmium cumule (var. L/S);Chrome cumule (var. L/S);Cuivre cumule (var. L/S);Mercure cumule  (var. L/S);Molybdene cumule (var. L/S);Nickel cumule (var. L/S);Plomb cumule (var. L/S);Selenium cumule (var. L/S);Zinc cumule (var. L/S);Chlorures cumule  (var. L/S );COT cumule (var. L/S);Fluorures cumule  (var. L/S);Fraction soluble cumule  (var. L/S);Indice  phenol cumule (var. L/S);Sulfates cumule (var. L/S);Filiere d'evacuation resultats bruts;Filiere d'evacuation resultats lixiviation;Filiere d'evacuation finale;sam_ctime;sam_comment;ctx_name;ctx_ouvrage;ctx_timestamp;ctx_x;ctx_y;ctx_z;ctx_tech_depth_high;ctx_tech_depth_low;g;ctx_barcode;ctx_pid;real_tech_depth;elements_declassant;pred_glm_moy_Zn_ XRF;pred_glm_med_Zn_ XRF;pred_glm_30p_Zn_ XRF;pred_glm_70p_Zn_ XRF;pred_glm_moy_che_conduc_new;pred_glm_med_che_conduc_new;pred_glm_30p_che_conduc_new;pred_glm_70p_che_conduc_new;pred_glm_moy_ch_chlorure_new;pred_glm_med_ch_chlorure_new;pred_glm_30p_ch_chlorure_new;pred_glm_70p_ch_chlorure_new;pred_glm_moy_che_fluorures_new;pred_glm_med_che_fluorures_new;pred_glm_30p_che_fluorures_new;pred_glm_70p_che_fluorures_new;pred_glm_moy_S_ XRF;pred_glm_med_S_ XRF;pred_glm_30p_S_ XRF;pred_glm_70p_S_ XRF;pred_glm_moy_Cl_ XRF;pred_glm_med_Cl_ XRF;pred_glm_30p_Cl_ XRF;pred_glm_70p_Cl_ XRF;pred_glm_moy_Pb_ XRF;pred_glm_med_Pb_ XRF;pred_glm_30p_Pb_ XRF;pred_glm_70p_Pb_ XRF;pred_glm_moy_Cu_ XRF;pred_glm_med_Cu_ XRF;pred_glm_30p_Cu_ XRF;pred_glm_70p_Cu_ XRF;pred_glm_moy_Cr_ XRF;pred_glm_med_Cr_ XRF;pred_glm_30p_Cr_ XRF;pred_glm_70p_Cr_ XRF;pred_glm_moy_Ba_ XRF;pred_glm_med_Ba_ XRF;pred_glm_30p_Ba_ XRF;pred_glm_70p_Ba_ XRF;pred_glm_moy_As_ XRF;pred_glm_med_As_ XRF;pred_glm_30p_As_ XRF;pred_glm_70p_As_ XRF;pred_glm_moy_Ni_ XRF;pred_glm_med_Ni_ XRF;pred_glm_30p_Ni_ XRF;pred_glm_70p_Ni_ XRF;pred_glm_moy_Se_ XRF;pred_glm_med_Se_ XRF;pred_glm_30p_Se_ XRF;pred_glm_70p_Se_ XRF;che_sulfates_comp_trees;ch_chlorure_comp_trees;ch_ph_comp_trees;S_ XRF_comp_trees;Mo_ XRF_comp_trees;Sb_ XRF_comp_trees;Ba_ XRF_comp_trees;Se_ XRF_comp_trees;Cl_ XRF_comp_trees
503P_TE01_87.6-86.6;<1000;<0.5;<1.0;68;<0.1;1.8;1.4;<0.05;<1.0;1;1.1;<1.0;3.3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.67;0 - 0.001;0 - 0.04;0 - 0.04;0 - 0.0003;0 - 0.05;0 - 0.1;0 - 0.05;0 - 0.05;0 - 0.04;21;0 - 10;4;25000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;87.6;86.6;MA;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.66666666666669;4.666666666666667;7.155;263533.33333333326;0.34304;0.19243333333333326;584.6333333333333;0.8305;503.6333333333334
503P_TE01_86.6-85.6;1500;<0.5;<1.0;18;<0.1;2.5;0.9;<0.05;<1.0;1.4;0.9;<1.0;3.6;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.83;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.09;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;24;13;7;25000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;86.6;85.6;MA;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-0.8193163643878683;-0.7561913698572668;-2.5915000596051776;1.00997424492906;2880.341038126127;2871.746718009411;2720.0298604033405;3024.958312222721;46858.150222994314;3.0470012918726783;1.4721175155799302;7.924379068771338;0.6428696263248064;0.6671907121905798;0.08079440882727063;1.1822302293125722;157644.1353190601;9881.28995675646;2679.9285264306077;36338.83370481061;1.222547069376811e+24;23.31806454589933;5.163253488478473;65.41921146678754;104.3537624089603;1.1182321341103107;0.6994441936018547;2.0543938479506827;85.00281579400958;1.4639852780019842;0.8471933191664244;2.469558888387128;4.1709940605853495;1.4227184614154682;0.7675430338280045;2.5538259158137198;12.06097795182212;4.372066002087122;1.6169186824121111;10.232088531610133;0.9291361116089704;0.9208867218850392;0.3942869531926595;1.5081690404757278;5.2359331845967185;5.2845156293715;3.849381030308465;6.660976217397139;1.5087717397075002;0.8051878665840393;0.4061468187833501;1.3834227419565202;69.25;4.666666666666667;7.406666666666666;10236.4;1.165;0.19243333333333326;107.3;1.1142;590.98
503P_TE01_84.6-83.6;12000;<0.5;4.2;190;<0.1;15.0;5.8;<0.05;<1.0;9.3;4.1;<1.0;22;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.53;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;20;0 - 10;13;20000;0 - 0.1;12000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;84.6;83.6;MA;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.2;4.666666666666667;7.155;10236.4;0.34304;0.6728333333333333;41.5275;1.2243601999999998;590.98
503P_TE01_82.6-81.6;1400;<0.5;<1.0;7.4;<0.1;0.8;<0.2;<0.05;<1.0;<0.5;0.7;<1.0;1.8;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.78;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;19;10;3;23000;0 - 0.1;13000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;82.6;81.6;MA;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-0.7074531765538903;-0.6489969182175014;-2.3817903899564645;0.9888098258980712;2814.7540163256604;2802.947182833502;2608.4580654216024;3009.580382791409;11393.005180845728;2.3775569129961043;1.2545911894081396;5.4368095615194525;0.32014925313721304;0.33905284897825005;-0.2162725549085015;0.8917671408653569;449150.2056690495;10583.447961839242;2273.0018570510883;42486.90001544254;2.2100624080082083e+33;35.01380870149923;7.698618452945747;102.92083363072763;22.581205725406342;1.1535971794466289;0.7150199307860258;2.16469349364324;28.741538717450343;1.3091155585643015;0.7372341291543618;2.273045727285896;4.038594226212918;1.1140561144265582;0.6151143400050345;1.9838397016533795;8.973706486655212;1.9013492696720729;0.5635516336997206;5.02345218226563;0.9371746815055588;0.8707900026824984;0.3041650338444297;1.4476347430582337;3.9372794503831416;4.01130086235724;2.5213510370488943;5.340838399575807;1.4249020644804706;0.82490756969098;0.4233376599175199;1.473020725057899;116.2;4.666666666666667;7.155;396600.0;0.34304;0.8856666666666667;1202.87;1.1142;503.6333333333334
503P_TE01_81.6-80.6;1200;<0.5;<1.0;53;<0.1;1.3;0.6;<0.05;<1.0;1.1;1.1;<1.0;3.3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.57;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;27;11;4;27000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;81.6;80.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);0.6510854963009769;0.7567498307984023;-1.2625201710183722;2.5335426438530515;3677.361917439148;3659.443756872615;3312.957422657329;4014.449237933492;15063.496303266604;3.58282636447336;1.772239123156147;9.25768237071212;0.38976432314334425;0.3818228986400458;-0.15206365582941114;0.9549797852931086;103436107.679367;94833.21408557783;7250.8721322425245;726594.3097433845;6.506163159729658e+27;151.16451206313457;23.39552267741517;543.4728349401089;101.71619649496573;1.1805925892526403;0.7105347495986275;2.1335812450362983;83.50789461531899;1.7740687075744055;1.026855251753503;3.0463510094039017;6.885255996707004;1.2330306041746772;0.6892242644325641;2.1306796231286116;11.682819985757275;8.423259506259718;5.279811683665615;12.672244231456787;1.120142783118892;1.129108919432114;0.5512567228652445;1.693434780525834;2.028728961052172;2.028096554997564;1.374373376745055;2.685314150640239;1.5159490330490406;0.93687886633971;0.5128442189123519;1.5766885585384933;102.66666666666669;4.666666666666667;7.155;263533.33333333326;2.1095900125;0.19243333333333326;584.6333333333333;0.8305;503.6333333333334
503P_TE01_80.6-79.6;1200;<0.5;<1.0;6.7;<0.1;0.6;0.2;<0.05;<1.0;<0.5;0.7;1.1;2;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.96;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;19;11;3;23000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;80.6;79.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.2;4.666666666666667;7.155;396600.0;0.34304;0.8856666666666667;1202.87;1.1142;503.6333333333334
503P_TE01_79.6-78.6;<1000;<0.5;<1.0;36;<0.1;1.4;0.6;<0.05;<1.0;0.9;1.2;<1.0;3.4;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.46;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;20;0 - 10;3;26000;0 - 0.1;13000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;79.6;78.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);0.2277366913888061;0.22160612410781827;-1.6352709848521598;2.1964642701655244;3641.5291859247054;3623.784575851745;3229.2012704482563;4017.439289866109;40061.64975978504;2.6610636211336907;1.3739801938155023;6.379675799869117;0.3152429803205803;0.3107741879932042;-0.21873563366921656;0.8425782478812693;236379818.24579337;87330.00704895888;6581.260972170338;911130.4630126664;7.325959887953405e+20;87.02992188402855;13.529707126375756;294.2147487743386;623.4772231425679;1.1001949700770952;0.6778096171487527;1.9144820119093595;3.97579231761688;1.7772976667835738;1.0186189037204123;3.0581894571224133;25.952967433398108;1.1979402173704297;0.6811848423395684;2.099778828600772;13.404757543869732;5.670978218543265;3.6461595403827416;8.703481883500622;1.1078544182887329;1.1200022927130795;0.5037196346691631;1.689901202087289;1.8254938544240489;1.7924383639339172;1.1584921457891462;2.4953023608065745;1.9406011823040112;1.1184629010249902;0.5964773890253332;1.9287111532216787;78.2;4.666666666666667;7.155;263533.33333333326;0.34304;0.8856666666666667;584.6333333333333;0.8305;503.6333333333334
503P_TE01_78.6-77.6;<1000;<0.5;<1.0;1.9;<0.1;0.8;0.2;<0.05;<1.0;<0.5;0.9;<1.0;2.3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.88;0 - 0.001;0 - 0.04;0 - 0.04;0 - 0.0003;0 - 0.05;0 - 0.1;0 - 0.05;0 - 0.05;0 - 0.04;19;11;3;28000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;78.6;77.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-2.0400480401739416;-2.0196780777851413;-4.049640711483256;-0.07530931206220258;3630.4637286246834;3613.9747670513575;3296.334143983989;3943.0221547695173;5086.68412218385;3.0858353061778545;1.5695070476764679;7.879267358432053;0.31841615750556845;0.3014998652738512;-0.2103731172985783;0.8987315063128176;33454732.01375672;96691.93455446778;10885.659002023423;711123.372538597;1.8603198950447206e+31;74.15139019832166;14.134624584450927;225.6571616358152;70.54997471241265;1.031486811251611;0.6615573485985577;1.8479263977779752;2294.8926692126597;1.4121482412610984;0.7947496333490824;2.395253522692818;2.596515221971212;1.1359012209532615;0.65361802867965;1.9231546173884184;5.310129002064358;3.2152579447319196;1.8952317973408639;5.123450969242799;0.9116566900809352;0.9053816277420684;0.2866409765916078;1.5228036946121148;1.3605181325223543;1.3833317301565102;0.6615531303594708;2.0937955523992784;1.538458947997679;0.9251474152462774;0.4581013149755893;1.56389698389763;69.25;4.666666666666667;7.155;263533.33333333326;0.34304;0.8856666666666667;584.6333333333333;0.8305;503.6333333333334
503P_TE01_77.6-76.6;1200;<0.5;<1.0;52;<0.1;0.5;<0.2;<0.05;<1.0;<0.5;0.6;<1.0;1.2;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.71;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;18;0 - 10;2;23000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;77.6;76.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-1.2883550145406493;-1.2674691024087181;-2.971077968687473;0.3666656223999381;2243.557234925741;2244.451486783647;2090.788554237659;2395.157988881103;7728.231932684434;2.4777277456309745;1.283105253056523;5.4843040190593655;0.18498599689900724;0.2114500720119828;-0.3604002094134156;0.7709671818255557;29724.398152372632;2467.1972440728227;736.0715829522693;8856.109017022869;5.375526717930959e+46;6.919310006458009;2.049364374057776;16.20941318122761;22.094695223770625;1.0457428424908868;0.6598468182697176;1.9418708578233141;1200.8018903272746;1.553689207336055;0.8451431501867197;2.6615363161197227;98.34303403920906;1.0538894614198808;0.6047810987915375;1.842035443701601;11.17141681769639;5.703400072226006;3.525316984669886;8.729231795690245;0.7236606429434017;0.723211312901363;0.1314640361213063;1.3111868931707025;0.944104825191845;0.9189887053700704;0.3285054391546962;1.5889858247231423;1.550033086730369;0.946006543736843;0.4933315991407075;1.6140053885754144;116.2;4.666666666666667;6.996666666666667;396600.0;0.34304;0.40693333333333337;1202.87;1.1142;152.83333333333334
503P_TE01_76.6-75.6;<1000;<0.5;<1.0;4.9;<0.1;0.9;0.4;<0.05;<1.0;0.5;0.9;<1.0;3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.81;0 - 0.001;0 - 0.02;0 - 0.02;0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;15;0 - 10;3;22000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;76.6;75.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);0.385079483595088;0.4703830073760516;-1.2352072441463708;2.0831357702862583;2249.928478262091;2248.7627011129393;2113.4534163355083;2378.6533931399867;32390.967539509682;2.737767149537492;1.3337495060753055;6.365938740581541;0.3263577809730109;0.3298386931250463;-0.2398522484768974;0.8726255981069515;15879.87371336995;1792.3306875248236;588.4278343181618;6122.744350369688;5.180057494409333e+32;12.525116017556204;2.9867390056403016;35.41818054177004;93.08424712923704;1.1023861493934606;0.673942347200707;2.072100394023208;4.282715478564684;1.4947246324758874;0.8073667220100754;2.531609431066044;8.806671083991194;1.1533488584288585;0.6496738107786509;1.9310073922532256;15.555675374839685;3.165668256786559;1.9281007675975264;5.149292521687876;0.9689073241571818;0.9592699891049432;0.3965618552803985;1.5483657544038676;1.380177413514485;1.357699009332554;0.7157385353619197;2.0288008703949645;1.6865522646014932;0.9567797273721904;0.4886860811039601;1.6123850041362011;116.2;8.71;6.996666666666667;396600.0;0.34304;0.40693333333333337;1202.87;1.1142;503.6333333333334
503P_TE01_75.6-74.6;<1000;<0.5;<1.0;42;<0.1;0.8;0.4;<0.05;<1.0;0.5;0.6;<1.0;2.6;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.78;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;25;0 - 10;3;28000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;75.6;74.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.66666666666669;4.666666666666667;7.155;263533.33333333326;0.34304;0.19243333333333326;584.6333333333333;0.8305;503.6333333333334
503P_TE01_74.6-73.6;<1000;<0.5;<1.0;4.9;<0.1;1.2;0.6;<0.05;<1.0;0.7;0.9;<1.0;3;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.82;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;14;0 - 10;2;26000;0 - 0.1;13000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;74.6;73.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-0.8004915674430968;-0.7484133682710721;-2.688892268173685;1.0460631295174756;3604.6759258211628;3579.7827446125384;3193.068958388369;3982.513711912437;2344.065932786752;3.682446167376408;1.7442490098175751;9.082859916544443;0.23987108524833586;0.2457940190132669;-0.3126787493637401;0.7923253739045178;181685394.04924083;74595.26779292701;5569.864877910946;717332.9396385619;2.977500423620498e+26;164.55437275412902;28.941052446494822;627.2624825142058;34.070135672453205;1.057378899581891;0.675498709788177;1.977083527398208;22.302474457633615;1.4408675618029931;0.8153257568695611;2.4779846349886365;2.544785643614785;1.226122813046166;0.7080479227071136;2.0336713029747;7.492139814274576;2.5178495242834837;1.5099684581894186;4.03200708710474;0.9883017672205698;0.9686865742774048;0.4019907765120609;1.5681639172143391;1.2123378488123988;1.2146421564921872;0.5549555416832178;1.831884696882644;1.5044154116180353;0.9237036369145176;0.4691118269223958;1.5394701686619734;33.300000000000004;4.004;6.996666666666667;263533.33333333326;0.34304;0.8856666666666667;584.6333333333333;1.1142;152.83333333333334
503P_TE01_73.6-72.6;<1000;<0.5;<1.0;6.4;<0.1;1.3;0.7;<0.05;<1.0;0.8;1.2;<1.0;4.1;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.65;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;18;0 - 10;3;27000;0 - 0.1;13000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;73.6;72.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-0.14188968977414565;-0.07304272221527175;-2.0362779544667693;1.7507360599311137;3904.657302087424;3876.5806295337907;3426.28878693601;4342.670671578342;38095.51969576758;2.557832337201935;1.2356509861545169;6.026136619911076;0.3097050559535261;0.2951275078458185;-0.2556099901367645;0.8326541513121655;1690547343.9900134;136118.59328966564;6454.2004461177185;1897307.3644329074;2.26588253299918e+26;150.3592200612095;21.67273059684411;575.6195684406015;84.29656896088512;1.0478521475168625;0.6641184170027602;1.9025637840552176;3.7383857135366814;1.6314920077508412;0.9075249118126238;2.8123108130256878;6.94756852982717;1.2341739127360514;0.7140487863602999;2.146776015303874;11.006950879324174;3.4057433011792058;1.947095016195921;5.429264067587191;0.9108988522698136;0.937317928220814;0.34163972654811964;1.5273518467380058;1.6831434887413883;1.6783944992067643;0.99679516470288;2.373475014961248;2.9487150724440627;0.9793492041223342;0.5298730617843903;1.6744933510103757;102.66666666666669;4.666666666666667;6.996666666666667;263533.33333333326;0.34304;0.40693333333333337;584.6333333333333;0.8305;503.6333333333334
503P_TE01_72.6-71.6;<1000;<0.5;<1.0;17;<0.1;1.0;0.5;<0.05;<1.0;0.6;1.5;<1.0;3.1;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.82;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;22;0 - 10;2;25000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;72.6;71.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);0.2678169124916301;0.255062373365181;-1.6514056487337951;2.246822288351038;3085.1134945232184;3073.63302356816;2846.951122883345;3309.97956748435;204333.6310842225;2.470645170717274;1.2145482472609024;5.387850241908659;0.2283183798055425;0.2426404856974793;-0.3206290352898821;0.7602319753074618;1404114.253081315;30545.555531280683;5374.765476443952;140611.96477025942;2.9249629019111086e+27;20.104780570878397;4.783496123862541;59.61640237325975;38.149145502415024;1.0956122859013984;0.6777118453553985;1.9237326320346635;425.8665676989927;1.8246848385638128;0.9877749483516568;3.1485862647510485;74.0905368231202;1.152691351240107;0.6615481666028271;1.9514355933450351;7.3595006238657055;4.507412015832507;2.659308922802956;7.109395122269095;1.0595540025815389;1.0435223202835942;0.4243132721423008;1.6979342444041228;1.7800452319252842;1.826939899948;1.0278420080323891;2.5414490494587607;2.0272187179978194;1.089768757768022;0.6002151834737399;1.908621707336036;102.66666666666669;4.666666666666667;7.155;263533.33333333326;0.34304;0.19243333333333326;584.6333333333333;1.1142;152.83333333333334
503P_TE01_71.6-70.6;<1000;<0.5;<1.0;6.6;<0.1;0.5;0.2;<0.05;<1.0;0.7;0.9;1.2;2.1;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.69;0 - 0.001;0 - 0.04;0 - 0.04;0 - 0.0003;0 - 0.05;0 - 0.1;0 - 0.05;0 - 0.05;0 - 0.04;15;0 - 10;2;28000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;71.6;70.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-2.1591258444252315;-2.126547165054732;-4.098572535673354;-0.1316626071900213;3876.5860755797007;3851.1519423759833;3433.706189096989;4282.886055492247;112764.81177741392;4.7162350730833404;2.0080981163525413;14.280905070712215;0.26542475412507016;0.2606370282451329;-0.2995343459518981;0.8215350691396708;784915868.0413934;176980.14057982728;11913.01024590066;2340948.02535262;2.8616623793214554e+29;92.30945519487922;16.701791379779984;344.88224321685493;278.8773791592862;1.0344987581812697;0.6698332840218538;1.8483387473514283;367.6666988142777;1.378920048345299;0.7769539552402448;2.4453778096362475;119.0899038644802;1.1180667848434718;0.6529489840194119;1.9834625896184161;6.756327689222077;3.187018467966099;1.6996480994132672;5.5194627354645185;0.6973167070032162;0.7024327258544996;0.16051997475877944;1.251943569434213;1.46440544409782;1.4261136582114349;0.8029296691302996;2.0856004805821136;1.9999950578008383;0.966238607068076;0.5107689452339985;1.6853951375661276;69.25;8.71;6.996666666666667;263533.33333333326;0.34304;0.40693333333333337;584.6333333333333;1.307684378888889;152.83333333333334
503P_TE01_70.6-69.6;<1000;<0.5;<1.0;9.8;0.1;2.4;0.8;<0.05;<1.0;2.8;1.2;<1.0;5;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.51;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;18;0 - 10;2;28000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,57E+12;;503P_TE01;503P;2019-10-18T09:54:18.000Z;1666719.2219999996;8190919.789;93.6;70.6;69.6;MFL;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.66666666666669;4.666666666666667;6.996666666666667;263533.33333333326;0.34304;0.8856666666666667;584.6333333333333;1.1142;152.83333333333334
